date,hour,range_bps,flagged,class_hl,n_hl,maxsil_hl,class_binance,n_binance,maxsil_binance,class_okx,n_okx,maxsil_okx,usable,synthetic_caught,peak_ms_hl_binance,peak_corr_hl_binance,index_hl_binance,nret_hl_binance,peak_ms_okx_binance,peak_corr_okx_binance,index_okx_binance,nret_okx_binance
2026-07-19,16,55.5,0,complete,2007,0,complete,8444,0,complete,5678,0,1,1,675.0,0.27,0.2233,1148,0.0,0.1127,-0.186,4661
2026-07-19,17,85.9,0,complete,2645,0,complete,7055,0,complete,5698,0,1,1,850.0,0.3917,0.3347,1340,0.0,0.191,-0.0397,4923
2026-07-19,18,81.8,0,complete,2086,0,complete,7289,0,complete,5713,0,1,1,600.0,0.4335,0.2704,1088,0.0,0.1803,-0.0856,4930
2026-07-19,19,34.2,0,incomplete,898,63700,complete,4217,0,complete,2220,0,0,,,,,,,,,
2026-07-19,20,35.7,0,incomplete,1252,61605,complete,4531,0,complete,3243,0,0,,,,,,,,,
2026-07-19,21,73.8,0,complete,1826,0,complete,4581,0,complete,3717,0,1,1,625.0,0.3643,0.3008,820,25.0,0.1523,-0.2008,3277
2026-07-19,22,101.8,0,complete,2919,0,complete,6922,0,complete,6857,0,1,1,625.0,0.6151,0.25,1587,0.0,0.424,-0.1062,5771
2026-07-19,23,84.8,0,complete,3413,0,complete,6320,0,complete,5891,0,1,1,625.0,0.5193,0.2603,1540,0.0,0.2907,-0.0171,4723
2026-07-20,0,127.4,0,complete,6256,0,complete,12701,0,complete,12003,0,1,1,600.0,0.5114,0.3106,2591,25.0,0.2548,-0.0874,10071
2026-07-20,1,143.0,0,complete,5226,0,complete,11550,0,complete,10239,0,1,1,525.0,0.5821,0.218,1965,25.0,0.3431,-0.1064,9016
2026-07-20,2,103.1,0,complete,2665,0,complete,8043,0,complete,7346,0,1,1,600.0,0.6589,0.1769,1241,0.0,0.4198,-0.0257,6447
2026-07-20,3,69.3,0,complete,1617,0,complete,6276,0,complete,4884,0,1,1,550.0,0.6636,0.1269,855,25.0,0.3442,-0.0409,4448
2026-07-20,4,82.5,0,complete,2000,0,complete,6490,0,complete,5197,0,1,1,550.0,0.5374,0.1468,994,25.0,0.242,-0.1276,4605
2026-07-20,5,90.7,0,complete,2889,0,complete,9660,0,complete,7887,0,1,1,550.0,0.5418,0.1931,1425,25.0,0.2756,-0.0593,7068
2026-07-20,6,63.6,0,complete,2003,0,complete,8455,0,complete,7816,0,1,1,525.0,0.5771,0.1527,992,0.0,0.2722,0.0002,6831
2026-07-20,7,92.6,0,complete,1642,0,complete,7565,0,complete,5117,0,1,1,575.0,0.4217,0.08,1017,25.0,0.186,-0.0739,4717
2026-07-20,8,70.5,0,complete,2041,0,complete,7243,0,complete,6279,0,1,1,750.0,0.4629,0.2298,1049,0.0,0.1984,-0.0804,5651
2026-07-20,9,86.6,0,complete,2098,0,complete,7054,0,complete,6148,0,1,1,650.0,0.3759,0.1907,1316,0.0,0.146,-0.0892,5534
2026-07-20,10,46.1,0,complete,2382,0,complete,5571,0,complete,3807,0,1,1,600.0,0.3608,0.1766,1359,25.0,0.154,-0.1386,3584
2026-07-20,11,119.8,0,complete,3747,0,complete,10431,0,complete,10348,0,1,1,525.0,0.4546,0.2127,2055,0.0,0.2188,-0.0352,9063
2026-07-20,12,62.0,0,complete,2194,0,complete,8813,0,complete,5874,0,1,1,675.0,0.442,0.2008,1386,0.0,0.2113,-0.0037,5281
2026-07-20,13,130.5,0,complete,3384,0,complete,10817,0,complete,9080,0,1,1,600.0,0.5321,0.2486,1765,0.0,0.2787,-0.0635,8030
2026-07-20,14,86.4,0,complete,3272,0,complete,11305,0,complete,10470,0,1,1,575.0,0.5773,0.257,1731,0.0,0.3356,-0.0659,9496
2026-07-20,15,239.7,0,complete,5300,0,complete,16420,0,complete,15234,0,1,1,525.0,0.4571,0.2244,2466,25.0,0.2264,-0.0661,12000
2026-07-20,16,54.8,0,complete,3549,0,complete,11009,0,complete,7337,0,1,1,600.0,0.4053,0.2751,1879,0.0,0.2188,-0.0725,6572
2026-07-20,17,67.5,0,complete,2405,0,complete,7196,0,complete,5066,0,1,1,575.0,0.4676,0.2018,1217,0.0,0.1985,-0.0089,4593
2026-07-20,18,101.1,0,complete,5522,0,complete,11156,0,complete,7578,0,1,1,600.0,0.4117,0.2803,1544,0.0,0.203,-0.0264,6096
2026-07-20,19,53.7,0,complete,2374,0,complete,10228,0,complete,6509,0,1,1,550.0,0.4761,0.1924,1324,0.0,0.2396,-0.043,5822
2026-07-20,20,66.2,0,complete,2223,0,complete,6906,0,complete,4062,0,1,1,700.0,0.4154,0.2574,1552,25.0,0.2123,-0.0354,3559
2026-07-20,21,38.5,0,complete,2773,0,complete,5755,0,complete,2714,0,1,1,600.0,0.3235,0.3303,1784,25.0,0.1794,0.0997,2438
2026-07-20,22,53.4,0,complete,2389,0,complete,4928,0,complete,3691,0,1,1,1175.0,0.426,0.304,1369,0.0,0.1999,0.1065,3347
2026-07-20,23,58.5,0,complete,1882,0,complete,4395,0,complete,3196,0,1,1,675.0,0.3976,0.2142,1179,0.0,0.1733,-0.0037,2951
2026-07-21,0,67.7,0,complete,3331,0,complete,7070,0,complete,6286,0,1,1,750.0,0.4691,0.2368,1883,0.0,0.2373,-0.0414,5861
2026-07-21,1,49.2,0,complete,3175,0,complete,6060,0,complete,4162,0,1,1,650.0,0.3955,0.2848,2078,0.0,0.1703,-0.0876,3799
2026-07-21,2,73.0,0,complete,2122,0,complete,6158,0,complete,4186,0,1,1,650.0,0.3726,0.1153,1405,-50.0,0.1449,-0.1124,3807
2026-07-21,3,65.8,0,complete,3069,0,complete,7143,0,complete,5560,0,1,1,575.0,0.3787,0.1932,1780,50.0,0.164,0.0626,4771
2026-07-21,4,50.1,0,complete,1841,0,complete,5931,0,complete,4114,0,1,1,775.0,0.4245,0.239,1357,0.0,0.1835,0.0595,3741
2026-07-21,5,73.9,0,complete,2410,0,complete,6737,0,complete,5342,0,1,1,600.0,0.4066,0.2053,1472,25.0,0.1827,0.0048,4542
2026-07-21,6,73.8,0,complete,2995,0,complete,8783,0,complete,6536,0,1,1,625.0,0.3665,0.2661,1699,25.0,0.1458,-0.1022,5521
2026-07-21,7,33.2,0,complete,1741,0,complete,6966,0,complete,4498,0,1,1,625.0,0.41,0.2263,1283,25.0,0.147,0.0214,3952
2026-07-21,8,51.6,0,complete,2576,0,complete,7387,0,complete,5971,0,1,1,600.0,0.3356,0.2633,1724,25.0,0.1649,-0.0726,5464
2026-07-21,9,41.9,0,complete,2149,0,complete,6656,0,complete,4600,0,1,1,625.0,0.2398,0.2762,1399,25.0,0.0873,-0.0795,4169
2026-07-21,10,51.4,0,complete,1956,0,complete,6563,0,complete,4717,0,1,1,875.0,0.3026,0.2725,1131,-25.0,0.0954,-0.1723,4244
2026-07-21,11,44.1,0,complete,1697,0,complete,6951,0,complete,4824,0,1,1,575.0,0.2563,0.1672,1043,0.0,0.0773,0.0111,4545
2026-07-21,12,35.5,0,complete,1948,0,complete,9461,0,complete,4748,0,1,1,625.0,0.3535,0.2554,1098,25.0,0.1423,-0.1086,4234
2026-07-21,13,56.4,0,complete,2404,0,complete,9001,0,complete,6326,0,1,1,700.0,0.4612,0.2196,1373,0.0,0.2265,-0.0061,5807
2026-07-21,14,90.8,0,complete,3628,0,complete,10053,0,complete,7131,0,1,1,600.0,0.42,0.1889,1521,25.0,0.1831,-0.0335,6290
2026-07-21,15,42.3,0,complete,2351,0,complete,8102,0,complete,5538,0,1,1,600.0,0.3799,0.2316,1485,25.0,0.1621,0.0227,5137
2026-07-21,16,35.7,0,complete,2599,0,complete,6585,0,complete,4223,0,1,1,800.0,0.3745,0.3056,1454,0.0,0.1654,0.0267,3882
2026-07-21,17,102.3,0,complete,3041,0,complete,7448,0,complete,5725,0,1,1,950.0,0.3265,0.3089,1541,25.0,0.1305,-0.0549,4914
2026-07-21,18,48.9,0,complete,2453,0,complete,5724,0,complete,3240,0,1,1,575.0,0.3607,0.2333,1334,0.0,0.1749,-0.0426,3049
2026-07-21,19,35.5,0,complete,2113,0,complete,4717,0,complete,3186,0,1,1,575.0,0.3994,0.2108,997,0.0,0.1889,0.0743,2949
2026-07-21,20,38.9,0,complete,1504,0,complete,5235,0,complete,3070,0,1,1,1350.0,0.3452,0.4021,1017,25.0,0.1487,-0.0589,2875
2026-07-21,21,44.4,0,complete,1667,0,complete,4405,0,complete,3211,0,1,1,1050.0,0.3566,0.2203,974,0.0,0.152,-0.139,2999
2026-07-21,22,26.3,0,complete,1189,0,complete,3629,0,complete,3021,0,1,1,1125.0,0.4875,0.1723,812,0.0,0.2511,-0.1768,2848
2026-07-21,23,52.2,0,complete,1452,0,complete,4182,0,complete,3591,0,1,1,650.0,0.3502,0.216,786,0.0,0.1267,-0.0152,3328
2026-07-22,0,59.5,0,complete,2831,0,complete,7254,0,complete,6904,0,1,1,550.0,0.3917,0.1962,1351,0.0,0.1292,-0.041,6189
2026-07-22,1,47.4,0,complete,2233,0,complete,5427,0,complete,4051,0,1,1,700.0,0.4739,0.1625,919,0.0,0.2097,0.0175,3731
2026-07-22,2,54.0,0,complete,1777,0,complete,4616,0,complete,3646,0,1,1,700.0,0.4814,0.1989,874,25.0,0.2207,-0.0863,3386
2026-07-22,3,53.0,0,complete,1741,0,complete,5321,0,complete,4578,0,1,1,750.0,0.3619,0.2335,1020,25.0,0.1581,-0.0601,4210
2026-07-22,4,50.6,0,complete,1306,0,complete,5696,0,complete,3661,0,1,1,1025.0,0.3616,0.2724,739,25.0,0.1414,-0.0289,3270
2026-07-22,5,85.2,0,complete,3175,0,complete,8105,0,complete,6087,0,1,1,1700.0,0.3282,0.3657,1374,0.0,0.1343,-0.2209,5464
2026-07-22,6,61.6,0,complete,2936,0,complete,10271,0,complete,8653,0,1,1,575.0,0.3389,0.2991,1474,25.0,0.1358,-0.0653,7405
2026-07-22,7,39.6,0,complete,1907,0,complete,7812,0,complete,5613,0,1,1,1100.0,0.3483,0.3364,1187,25.0,0.1453,-0.162,5141
2026-07-22,8,57.6,0,complete,1996,0,complete,7770,0,complete,5608,0,1,1,550.0,0.294,0.1577,1159,0.0,0.1154,-0.2429,5269
2026-07-22,9,38.6,0,complete,1666,0,complete,5180,0,complete,4042,0,1,1,1225.0,0.3593,0.2333,883,25.0,0.122,-0.2886,3662
2026-07-22,10,34.4,0,complete,1261,0,complete,5506,0,complete,3906,0,1,1,600.0,0.3372,0.21,784,25.0,0.149,-0.0548,3304
2026-07-22,11,38.1,0,complete,1418,0,complete,5267,0,complete,3906,0,1,1,600.0,0.3725,0.2267,1005,0.0,0.1413,-0.0586,3479
2026-07-22,12,66.9,0,complete,2036,0,complete,8030,0,complete,5893,0,1,1,625.0,0.3452,0.3077,1112,25.0,0.1223,-0.1266,5209
2026-07-22,13,106.1,0,complete,3039,0,complete,9269,0,complete,8135,0,1,1,550.0,0.4179,0.2417,1520,25.0,0.2195,-0.0659,6523
2026-07-22,14,130.0,0,complete,3684,0,complete,12231,0,complete,10321,0,1,1,600.0,0.438,0.196,1859,0.0,0.2227,-0.0683,8832
2026-07-22,15,127.2,0,complete,6034,0,complete,14467,0,complete,12738,0,1,1,550.0,0.4064,0.3588,3327,25.0,0.1842,-0.0397,10291
2026-07-22,16,91.9,0,complete,4984,0,complete,10266,0,complete,8226,0,1,1,625.0,0.3966,0.3311,2764,25.0,0.1992,-0.0043,7160
2026-07-22,17,61.1,0,complete,2794,0,complete,7527,0,complete,4833,0,1,1,625.0,0.4698,0.2676,1539,0.0,0.2267,-0.0044,4471
2026-07-22,18,107.2,0,complete,3874,0,complete,12327,0,complete,8057,0,1,1,675.0,0.3203,0.3541,1963,25.0,0.1292,-0.0608,7124
2026-07-22,19,64.8,0,complete,2795,0,complete,10181,0,complete,4208,0,1,1,600.0,0.3989,0.2535,1629,0.0,0.1795,-0.1234,3788
2026-07-22,20,48.2,0,complete,2456,0,complete,9630,0,complete,4690,0,1,1,550.0,0.4151,0.2417,1632,25.0,0.2338,-0.1734,3674
2026-07-22,21,51.3,0,complete,2092,0,complete,8949,0,complete,3342,0,1,1,1375.0,0.3174,0.2375,1192,0.0,0.143,-0.1089,2906
2026-07-22,22,55.4,0,complete,1981,0,complete,8654,0,complete,4015,0,1,1,550.0,0.382,0.3297,1097,0.0,0.1935,-0.017,3539
2026-07-22,23,67.6,0,complete,1574,0,complete,8448,0,complete,3936,0,1,1,600.0,0.3186,0.3224,801,25.0,0.1194,-0.0451,3579
2026-07-23,0,70.1,0,complete,2593,0,complete,11081,0,complete,7443,0,1,1,600.0,0.3689,0.2313,1320,0.0,0.1308,-0.0702,6593
2026-07-23,1,68.3,0,complete,1347,0,complete,9418,0,complete,4429,0,1,1,575.0,0.3533,0.2029,789,0.0,0.154,-0.0664,4051
2026-07-23,2,62.7,0,complete,1704,0,complete,8380,0,complete,5257,0,1,1,575.0,0.3402,0.2484,903,50.0,0.1236,-0.1502,4751
2026-07-23,3,39.9,0,complete,1038,0,complete,5361,0,complete,3658,0,1,1,575.0,0.4555,0.1053,531,25.0,0.2127,0.0938,3400
2026-07-23,4,47.4,0,complete,975,0,complete,6676,0,complete,3772,0,1,1,1300.0,0.351,0.1748,598,25.0,0.1545,0.0539,3129
2026-07-23,5,39.6,0,complete,922,0,complete,5151,0,complete,3475,0,1,1,1300.0,0.3454,0.0616,569,0.0,0.1455,-0.0313,3177
2026-07-23,6,26.7,0,complete,777,0,complete,5683,0,complete,3251,0,1,1,925.0,0.3334,0.1383,561,50.0,0.1379,-0.0284,3077
2026-07-23,7,71.6,0,complete,1883,0,complete,8752,0,complete,6709,0,1,1,775.0,0.3572,0.2088,927,25.0,0.1311,0.0037,5851
2026-07-23,8,48.0,0,complete,1791,0,complete,7968,0,complete,5224,0,1,1,950.0,0.2483,0.2826,977,0.0,0.1083,-0.1891,5038
2026-07-23,9,31.8,0,complete,1521,0,complete,6192,0,complete,3230,0,1,1,675.0,0.2436,0.2998,872,0.0,0.0909,-0.1553,3054
2026-07-23,10,45.4,0,complete,1371,0,complete,6141,0,complete,3183,0,1,1,700.0,0.2671,0.3121,933,0.0,0.0775,0.0918,2991
2026-07-23,11,33.3,0,complete,1424,0,complete,5717,0,complete,3696,0,1,1,700.0,0.2972,0.261,997,0.0,0.0836,-0.0045,3408
2026-07-23,12,159.1,0,complete,4162,0,complete,13043,0,complete,12443,0,1,1,525.0,0.3715,0.2976,1907,0.0,0.1571,0.0533,9732
2026-07-23,13,60.1,0,complete,3203,0,complete,13020,0,complete,8337,0,1,1,575.0,0.4543,0.3347,1830,0.0,0.2831,-0.031,7709
2026-07-23,14,70.7,0,complete,2853,0,complete,11074,0,complete,7748,0,1,1,625.0,0.4499,0.2267,1531,0.0,0.2031,-0.0464,6925
2026-07-23,15,79.6,0,complete,4433,0,complete,14170,0,complete,11191,0,1,1,575.0,0.357,0.389,1922,25.0,0.1684,-0.0443,9511
2026-07-23,16,70.2,0,complete,2786,0,complete,9696,0,complete,5905,0,1,1,575.0,0.3345,0.3476,1417,25.0,0.142,-0.0564,5130
2026-07-23,17,89.4,0,complete,2419,0,complete,8404,0,complete,6116,0,1,1,650.0,0.3887,0.2902,1185,0.0,0.1796,-0.0144,5255
2026-07-23,18,34.6,0,complete,1789,0,complete,8004,0,complete,4113,0,1,1,650.0,0.3287,0.1383,1173,0.0,0.1704,-0.0569,3852
2026-07-23,19,58.3,0,complete,2028,0,complete,7622,0,complete,4144,0,1,1,625.0,0.396,0.2252,1221,25.0,0.1718,0.1337,3774
2026-07-23,20,61.0,0,complete,2094,0,complete,9691,0,complete,5129,0,1,1,675.0,0.2092,0.3359,1341,0.0,0.0767,-0.0087,4613
2026-07-23,21,41.3,0,complete,1212,0,complete,9612,0,complete,3283,0,1,1,600.0,0.2598,0.3215,802,25.0,0.115,-0.1525,3013
2026-07-23,22,47.1,0,complete,1557,0,complete,7146,0,complete,4507,0,1,1,1175.0,0.3431,0.3614,886,0.0,0.1183,-0.0995,4098
2026-07-23,23,49.0,0,complete,1095,0,complete,5899,0,complete,4214,0,1,1,625.0,0.3289,0.2304,750,0.0,0.1226,0.1832,3941
2026-07-24,0,46.8,0,complete,2210,0,complete,9123,0,complete,5961,0,1,1,800.0,0.3847,0.1941,1202,0.0,0.1525,0.0384,5511
2026-07-24,1,57.7,0,complete,1095,0,complete,6780,0,complete,4480,0,1,1,800.0,0.4387,0.1543,648,0.0,0.1753,-0.1161,4253
2026-07-24,2,82.2,0,complete,1783,0,complete,7638,0,complete,6234,0,1,1,675.0,0.3312,0.2138,794,0.0,0.1211,0.0462,5490
2026-07-24,3,62.0,0,complete,1342,0,complete,6710,0,complete,4557,0,1,1,550.0,0.3407,0.1854,751,0.0,0.1138,-0.1737,4240
2026-07-24,4,31.1,0,complete,901,0,complete,5895,0,complete,3581,0,1,1,975.0,0.3007,0.2642,559,25.0,0.0874,0.0607,3387
2026-07-24,5,39.0,0,incomplete,695,77875,complete,7215,0,complete,3677,0,0,,,,,,,,,
2026-07-24,6,36.4,0,complete,863,0,complete,7893,0,complete,3821,0,1,1,825.0,0.3239,0.1101,575,25.0,0.0885,-0.1929,3533
2026-07-24,7,89.9,0,complete,2759,0,complete,10936,0,complete,7903,0,1,1,725.0,0.3076,0.2266,1181,25.0,0.108,0.0939,6797
2026-07-24,8,46.6,0,complete,1691,0,complete,7734,0,complete,4100,0,1,1,475.0,0.2823,0.1654,722,0.0,0.0922,-0.0699,3797
2026-07-24,9,61.3,0,complete,2720,0,complete,12193,0,complete,5760,0,1,1,800.0,0.2615,0.1832,1228,25.0,0.0866,-0.1215,5092
2026-07-24,10,34.8,0,complete,1897,0,complete,10082,0,complete,3979,0,1,1,750.0,0.2447,0.2409,1197,25.0,0.0812,0.0507,3815
2026-07-24,11,68.9,0,complete,2936,0,complete,12753,0,complete,7266,0,1,1,575.0,0.232,0.2958,1535,0.0,0.0995,-0.0969,6139
2026-07-24,12,63.3,0,complete,2900,0,complete,12170,0,complete,5854,0,1,1,925.0,0.2358,0.2841,1650,0.0,0.1048,-0.2405,5267
2026-07-24,13,128.2,0,complete,6932,0,complete,21049,0,complete,15849,0,1,1,575.0,0.3071,0.4248,3249,0.0,0.1341,0.0189,13287
2026-07-24,14,87.4,0,complete,4948,0,complete,17935,0,complete,13643,0,1,1,575.0,0.3496,0.3716,2501,0.0,0.1476,0.0271,11039
2026-07-24,15,80.5,0,complete,4757,0,complete,13972,0,complete,11859,0,1,1,675.0,0.301,0.4307,2839,0.0,0.143,0.0106,10628
2026-07-24,16,66.8,0,complete,3222,0,complete,10569,0,complete,6283,0,1,1,775.0,0.2378,0.4476,1917,25.0,0.0888,0.0711,5856
2026-07-24,17,39.4,0,complete,1751,0,complete,9017,0,complete,4551,0,1,1,600.0,0.3073,0.3848,1055,0.0,0.1159,-0.1031,4328
2026-07-24,18,23.5,0,complete,1324,0,complete,7385,0,complete,3389,0,1,1,975.0,0.255,0.3297,899,0.0,0.0922,-0.3358,3115
2026-07-24,19,34.9,0,complete,2218,0,complete,7056,0,complete,3666,0,1,1,675.0,0.3377,0.3467,1182,-25.0,0.1187,0.0032,3465
2026-07-24,20,39.4,0,complete,2004,0,complete,9440,0,complete,3910,0,1,1,875.0,0.201,0.3753,1134,0.0,0.0468,-0.0134,3696
2026-07-24,21,52.4,0,complete,3138,0,complete,9549,0,complete,5324,0,1,1,625.0,0.2307,0.4788,1626,-25.0,0.07,0.0634,4504
2026-07-24,22,45.0,0,complete,2274,0,complete,6396,0,complete,3634,0,1,1,1200.0,0.2016,0.4121,1622,0.0,0.0579,0.0704,3262
2026-07-24,23,21.9,0,complete,1324,0,complete,5904,0,complete,2578,0,1,1,750.0,0.2371,0.6755,869,25.0,0.063,-0.0838,2479
2026-07-25,0,31.9,0,complete,2110,0,complete,8476,0,complete,4770,0,1,1,650.0,0.1859,0.4465,1175,25.0,0.0498,-0.0285,4511
2026-07-25,1,30.8,0,complete,1821,0,complete,7046,0,complete,3846,0,1,1,600.0,0.222,0.3609,1055,0.0,0.0694,-0.0338,3468
2026-07-25,2,21.2,0,complete,1241,0,complete,4768,0,complete,3265,0,1,1,1075.0,0.2922,0.3754,735,0.0,0.0837,0.0267,3080
2026-07-25,3,34.0,0,complete,1018,0,complete,5256,0,complete,5247,0,1,1,1300.0,0.2733,0.3582,663,0.0,0.09,-0.0147,4194
2026-07-25,4,29.4,0,complete,1154,0,complete,5238,0,complete,3759,0,1,1,1600.0,0.2522,0.4275,781,25.0,0.06,-0.0445,3279
2026-07-25,5,68.1,0,complete,1667,0,complete,6850,0,complete,3536,0,1,1,825.0,0.1806,0.5178,930,25.0,0.0675,-0.4261,3140
2026-07-25,6,32.9,0,complete,1456,0,complete,6510,0,complete,4048,0,1,1,750.0,0.2355,0.3869,943,0.0,0.0639,-0.0594,3603
2026-07-25,7,35.1,0,incomplete,1085,225518,complete,5589,0,complete,2737,0,0,,,,,,,,,
